RecordID,RACEID,CO,JUR,CNTYNAME,YEAR,DATE,PLACE,CSD,OFFICE,RECODE_OFFICE,AREA,TERM,VOTE#,LAST,FIRST,BALDESIG,INC,NUM_INC,CAND#, VOTES ,WRITEIN, SUMVOTES , TOTVOTES ,PERCENT,ELECTED,RVOTES,RUNOFF,CHECKRUNOFF,RCV,Multi_RaceID,Multi_CandID,Multi_CO, Indivtotal_votes , Multitotal_votes ,Total_writein, Newtotvotes ,Rindivto,Newelected
202400942,341,1,2,ALAMEDA,2024,11/5/24,Alameda,0,CITY COUNCIL,2,,Full,2,Amarasiriwardena,Thushan,Software Product Manager,N,0,5," 13,049 ",0," 61,752 "," 61,752 ",21.1%,2,3,0,0,0,202400341,202400942,0," 13,049 "," 61,752 ",0," 61,752 ",3,2
202400943,341,1,2,ALAMEDA,2024,11/5/24,Alameda,0,CITY COUNCIL,2,,Full,2,Boller,Greg,County Prosecutor,N,0,5," 14,208 ",0," 61,752 "," 61,752 ",23.0%,1,2,0,0,0,202400341,202400943,0," 14,208 "," 61,752 ",0," 61,752 ",2,1
202400944,341,1,2,ALAMEDA,2024,11/5/24,Alameda,0,CITY COUNCIL,2,,Full,2,Pryor,Michele,Educator/Union Executive,N,0,5," 16,396 ",0," 61,752 "," 61,752 ",26.6%,1,1,0,0,0,202400341,202400944,0," 16,396 "," 61,752 ",0," 61,752 ",1,1
202400945,341,1,2,ALAMEDA,2024,11/5/24,Alameda,0,CITY COUNCIL,2,,Full,2,Slauson,Steve,Small Business Owner,N,0,5," 6,013 ",0," 61,752 "," 61,752 ",9.7%,2,5,0,0,0,202400341,202400945,0," 6,013 "," 61,752 ",0," 61,752 ",5,2
202400946,341,1,2,ALAMEDA,2024,11/5/24,Alameda,0,CITY COUNCIL,2,,Full,2,Spencer,Trish Herrera,City Councilmember/Attorney,Y,1,5," 12,086 ",0," 61,752 "," 61,752 ",19.6%,2,4,0,0,0,202400341,202400946,0," 12,086 "," 61,752 ",0," 61,752 ",4,2
202400947,342,1,2,ALAMEDA,2024,11/5/24,Albany,0,CITY COUNCIL,2,,Full,3,Garrett-Pinguelo,Jeremiah,Longshoreman,N,0,5, 393 ,0," 7,969 "," 7,969 ",4.9%,2,5,0,0,Y,202400342,202400947,0, 393 ," 7,969 ",0," 7,969 ",5,2
202400948,342,1,2,ALAMEDA,2024,11/5/24,Albany,0,CITY COUNCIL,2,,Full,3,Hansen-Romero,Jennifer,Appointed Incumbent,Y,1,5," 2,072 ",0," 7,969 "," 7,969 ",26.0%,1,2,0,0,Y,202400342,202400948,0," 2,072 "," 7,969 ",0," 7,969 ",2,1
202400949,342,1,2,ALAMEDA,2024,11/5/24,Albany,0,CITY COUNCIL,2,,Full,3,Jordan,Preston,Incumbent,Y,1,5," 1,864 ",0," 7,969 "," 7,969 ",23.4%,1,3,0,0,Y,202400342,202400949,0," 1,864 "," 7,969 ",0," 7,969 ",3,1
202400950,342,1,2,ALAMEDA,2024,11/5/24,Albany,0,CITY COUNCIL,2,,Full,3,McQuaid,"Peggy ""Margaret""",Community Volunteer,N,0,5," 2,150 ",0," 7,969 "," 7,969 ",27.0%,1,1,0,0,Y,202400342,202400950,0," 2,150 "," 7,969 ",0," 7,969 ",1,1
202400951,342,1,2,ALAMEDA,2024,11/5/24,Albany,0,CITY COUNCIL,2,,Full,3,Tiedemann,Aaron,Incumbent,Y,1,5," 1,490 ",0," 7,969 "," 7,969 ",18.7%,2,4,0,0,Y,202400342,202400951,0," 1,490 "," 7,969 ",0," 7,969 ",4,2
202400952,343,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,2,Full,1,Guarino,Jenny,Union Officer/Organizer,N,0,2," 2,086 ",0," 6,873 "," 6,873 ",30.4%,2,2,0,0,Y,202400343,202400952,0," 2,086 "," 6,873 ",0," 6,873 ",2,2
202400953,343,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,2,Full,1,Taplin,Terry,Berkeley City Councilmember,N,0,2," 4,787 ",0," 6,873 "," 6,873 ",69.6%,1,1,0,0,Y,202400343,202400953,0," 4,787 "," 6,873 ",0," 6,873 ",1,1
202400954,344,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,3,Full,1,Bartlett,Ben,Berkeley City Councilmember,Y,1,3," 3,359 ",0," 6,344 "," 6,344 ",52.9%,1,1,0,0,Y,202400344,202400954,0," 3,359 "," 6,344 ",0," 6,344 ",1,1
202400955,344,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,3,Full,1,Matthews,Deborah,Real Estate Broker,N,0,3," 1,526 ",0," 6,344 "," 6,344 ",24.1%,2,2,0,0,Y,202400344,202400955,0," 1,526 "," 6,344 ",0," 6,344 ",2,2
202400956,344,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,3,Full,1,Moore,"John ""Chip""",Entrepreneur/Graduate Student,N,0,3," 1,459 ",0," 6,344 "," 6,344 ",23.0%,2,3,0,0,Y,202400344,202400956,0," 1,459 "," 6,344 ",0," 6,344 ",3,2
202400957,345,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,5,Full,1,Andrew,Todd,Community Volunteer,N,0,3," 1,721 ",0," 8,585 "," 8,585 ",20.0%,2,2,0,0,Y,202400345,202400957,0," 1,721 "," 8,585 ",0," 8,585 ",2,2
202400958,345,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,5,Full,1,Gor,Nilang,Scientist,N,0,3," 1,063 ",0," 8,585 "," 8,585 ",12.4%,2,3,0,0,Y,202400345,202400958,0," 1,063 "," 8,585 ",0," 8,585 ",3,2
202400959,345,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,5,Full,1,O'Keefe,Shoshana,Teacher/Zoning Commissioner,N,0,3," 5,801 ",0," 8,585 "," 8,585 ",67.6%,1,1,0,0,Y,202400345,202400959,0," 5,801 "," 8,585 ",0," 8,585 ",1,1
202400960,346,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,6,Full,1,Blackaby,Brent,Businessperson/Commissioner/Parent,N,0,2," 4,405 ",0," 7,332 "," 7,332 ",60.1%,1,1,0,0,Y,202400346,202400960,0," 4,405 "," 7,332 ",0," 7,332 ",1,1
202400961,346,1,2,ALAMEDA,2024,11/5/24,Berkeley,0,CITY COUNCIL,2,6,Full,1,Katz,Andy,"Director, Ward 4, East Bay Municipal Utility District",N,0,2," 2,927 ",0," 7,332 "," 7,332 ",39.9%,2,2,0,0,Y,202400346,202400961,0," 2,927 "," 7,332 ",0," 7,332 ",2,2
202400962,348,1,2,ALAMEDA,2024,11/5/24,Dublin,0,CITY COUNCIL,2,1,Full,1,McCorriston,Michael,Appointed Mayor of Dublin,Y,1,1," 6,133 ",0," 6,133 "," 6,133 ",100.0%,1,1,0,0,0,202400348,202400962,0," 6,133 "," 6,133 ",0," 6,133 ",1,1
202400963,349,1,2,ALAMEDA,2024,11/5/24,Dublin,0,CITY COUNCIL,2,3,Full,1,Hasni,Razi,Small Business Owner,N,0,2," 2,305 ",0," 4,752 "," 4,752 ",48.5%,2,2,0,0,0,202400349,202400963,0," 2,305 "," 4,752 ",0," 4,752 ",2,2
202400964,349,1,2,ALAMEDA,2024,11/5/24,Dublin,0,CITY COUNCIL,2,3,Full,1,Morada,John,Entrepreneur,N,0,2," 2,447 ",0," 4,752 "," 4,752 ",51.5%,1,1,0,0,0,202400349,202400964,0," 2,447 "," 4,752 ",0," 4,752 ",1,1
202400965,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Brown,Mia Esperanza,Community Relations Coordinator,N,0,6," 1,829 ",0," 10,943 "," 10,943 ",16.7%,2,4,0,0,0,202400351,202400965,0," 1,829 "," 10,943 ",0," 10,943 ",4,2
202400966,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Dillahunty,Calvin,Telecommunications Manager,N,0,6, 915 ,0," 10,943 "," 10,943 ",8.4%,2,6,0,0,0,202400351,202400966,0, 915 ," 10,943 ",0," 10,943 ",6,2
202400967,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Gould,Sam,Video Game Developer,N,0,6," 1,318 ",0," 10,943 "," 10,943 ",12.0%,2,5,0,0,0,202400351,202400967,0," 1,318 "," 10,943 ",0," 10,943 ",5,2
202400968,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Kaur,Sukhdeep,Appointed Incumbent,Y,1,6," 2,265 ",0," 10,943 "," 10,943 ",20.7%,1,2,0,0,0,202400351,202400968,0," 2,265 "," 10,943 ",0," 10,943 ",2,1
202400969,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Solomon,Matthew,Climate Change Analyst,N,0,6," 2,057 ",0," 10,943 "," 10,943 ",18.8%,1,3,0,0,0,202400351,202400969,0," 2,057 "," 10,943 ",0," 10,943 ",3,1
202400970,351,1,2,ALAMEDA,2024,11/5/24,Emeryville,0,CITY COUNCIL,2,,Full,3,Welch,Courtney,Emeryville City Councilmember,Y,1,6," 2,559 ",0," 10,943 "," 10,943 ",23.4%,1,1,0,0,0,202400351,202400970,0," 2,559 "," 10,943 ",0," 10,943 ",1,1
202400971,352,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,1,Full,1,Keng,Teresa,"Fremont City Councilmember, District 1",Y,1,3," 7,471 ",0," 11,787 "," 11,787 ",63.4%,1,1,0,0,0,202400352,202400971,0," 7,471 "," 11,787 ",0," 11,787 ",1,1
202400972,352,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,1,Full,1,Kumar,Pravesh,Senior DataOps Engineer,N,0,3," 1,767 ",0," 11,787 "," 11,787 ",15.0%,2,3,0,0,0,202400352,202400972,0," 1,767 "," 11,787 ",0," 11,787 ",3,2
202400973,352,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,1,Full,1,Sandhu,Ranvir S.,Attorney/Entrepreneur/Father,N,0,3," 2,549 ",0," 11,787 "," 11,787 ",21.6%,2,2,0,0,0,202400352,202400973,0," 2,549 "," 11,787 ",0," 11,787 ",2,2
202400974,353,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,5,Full,1,Engle,Sterling Jefferson,Entrepreneur,N,0,3," 2,966 ",0," 15,666 "," 15,666 ",18.9%,2,3,0,0,0,202400353,202400974,0," 2,966 "," 15,666 ",0," 15,666 ",3,2
202400975,353,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,5,Full,1,Wagh,Chandra,Program Management,N,0,3," 5,265 ",0," 15,666 "," 15,666 ",33.6%,2,2,1,0,0,202400353,202400975,0," 5,265 "," 15,666 ",0," 15,666 ",2,2
202400976,353,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,5,Full,1,Zhang,Yajing,Fremont Unified School District Board Member,N,0,3," 7,435 ",0," 15,666 "," 15,666 ",47.5%,1,1,1,0,0,202400353,202400976,0," 7,435 "," 15,666 ",0," 15,666 ",1,1
202400977,354,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,6,Full,1,Cox,Teresa,Incumbent,Y,1,2," 5,614 ",0," 11,269 "," 11,269 ",49.8%,2,2,0,0,0,202400354,202400977,0," 5,614 "," 11,269 ",0," 11,269 ",2,2
202400978,354,1,2,ALAMEDA,2024,11/5/24,Fremont,0,CITY COUNCIL,2,6,Full,1,Liu,Raymond,Engineer,N,0,2," 5,655 ",0," 11,269 "," 11,269 ",50.2%,1,1,0,0,0,202400354,202400978,0," 5,655 "," 11,269 ",0," 11,269 ",1,1
202400979,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Andrews,Angela,City Councilwoman/Manager,Y,1,7," 25,372 ",0," 132,561 "," 132,561 ",19.1%,1,1,0,0,0,202400356,202400979,0," 25,372 "," 132,561 ",0," 132,561 ",1,1
202400980,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,"Bonilla, Jr.",Ray,Appointed Hayward Councilmember,Y,1,7," 22,511 ",0," 132,561 "," 132,561 ",17.0%,1,2,0,0,0,202400356,202400980,0," 22,511 "," 132,561 ",0," 132,561 ",2,1
202400981,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Ferreira,Tom,Emergency Medical Technician,N,0,7," 18,510 ",0," 132,561 "," 132,561 ",14.0%,2,5,0,0,0,202400356,202400981,0," 18,510 "," 132,561 ",0," 132,561 ",5,2
202400982,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Goldstein,Daniel,Appointed Councilmember/Engineer,N,0,7," 20,029 ",0," 132,561 "," 132,561 ",15.1%,1,4,0,0,0,202400356,202400982,0," 20,029 "," 132,561 ",0," 132,561 ",4,1
202400983,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Ramos,Joe O.,HUSD Board Trustee,N,0,7," 13,217 ",0," 132,561 "," 132,561 ",10.0%,2,6,0,0,0,202400356,202400983,0," 13,217 "," 132,561 ",0," 132,561 ",6,2
202400984,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Wong,Tom,Businessman,N,0,7," 10,971 ",0," 132,561 "," 132,561 ",8.3%,2,7,0,0,0,202400356,202400984,0," 10,971 "," 132,561 ",0," 132,561 ",7,2
202400985,356,1,2,ALAMEDA,2024,11/5/24,Hayward,0,CITY COUNCIL,2,,Full,4,Zermeño,Francisco,Educator/Businessman/Councilmember,Y,1,7," 21,951 ",0," 132,561 "," 132,561 ",16.6%,1,3,0,0,0,202400356,202400985,0," 21,951 "," 132,561 ",0," 132,561 ",3,1
202400986,357,1,2,ALAMEDA,2024,11/5/24,Livermore,0,CITY COUNCIL,2,3,Full,1,Dunbar,Steven,Engineering Supervisor,N,0,3," 4,255 ",0," 10,272 "," 10,272 ",41.4%,1,1,1,0,0,202400357,202400986,0," 4,255 "," 10,272 ",0," 10,272 ",1,1
202400987,357,1,2,ALAMEDA,2024,11/5/24,Livermore,0,CITY COUNCIL,2,3,Full,1,Farley,David,Physicist/Business Owner,N,0,3," 2,847 ",0," 10,272 "," 10,272 ",27.7%,2,3,0,0,0,202400357,202400987,0," 2,847 "," 10,272 ",0," 10,272 ",3,2
202400988,357,1,2,ALAMEDA,2024,11/5/24,Livermore,0,CITY COUNCIL,2,3,Full,1,Kaskey,Jeff,Business Owner/CEO,N,0,3," 3,170 ",0," 10,272 "," 10,272 ",30.9%,2,2,1,0,0,202400357,202400988,0," 3,170 "," 10,272 ",0," 10,272 ",2,2
202400989,358,1,2,ALAMEDA,2024,11/5/24,Livermore,0,CITY COUNCIL,2,4,Full,1,Soules,Thomas,Retired Physicist,N,0,2," 4,189 ",0," 10,860 "," 10,860 ",38.6%,2,2,0,0,0,202400358,202400989,0," 4,189 "," 10,860 ",0," 10,860 ",2,2
202400990,358,1,2,ALAMEDA,2024,11/5/24,Livermore,0,CITY COUNCIL,2,4,Full,1,Wang,Kristie,Livermore Valley Joint Unified School District Board Trustee,N,0,2," 6,671 ",0," 10,860 "," 10,860 ",61.4%,1,1,0,0,0,202400358,202400990,0," 6,671 "," 10,860 ",0," 10,860 ",1,1
202400991,360,1,2,ALAMEDA,2024,11/5/24,Newark,0,CITY COUNCIL,2,,Full,2,Arteaga,Jacinta,Social Services Administrator,N,0,5," 6,449 ",0," 24,632 "," 24,632 ",26.2%,2,3,0,0,0,202400360,202400991,0," 6,449 "," 24,632 ",0," 24,632 ",3,2
202400992,360,1,2,ALAMEDA,2024,11/5/24,Newark,0,CITY COUNCIL,2,,Full,2,Catancio,Julie Del,Educator/Planning Commissioner,N,0,5," 6,452 ",0," 24,632 "," 24,632 ",26.2%,1,2,0,0,0,202400360,202400992,0," 6,452 "," 24,632 ",0," 24,632 ",2,1
202400993,360,1,2,ALAMEDA,2024,11/5/24,Newark,0,CITY COUNCIL,2,,Full,2,Grindall,Terrence,City Planner/Teacher,N,0,5," 7,490 ",0," 24,632 "," 24,632 ",30.4%,1,1,0,0,0,202400360,202400993,0," 7,490 "," 24,632 ",0," 24,632 ",1,1
202400994,360,1,2,ALAMEDA,2024,11/5/24,Newark,0,CITY COUNCIL,2,,Full,2,Gupta,Hitendra,Technology Management Professional,N,0,5," 1,705 ",0," 24,632 "," 24,632 ",6.9%,2,5,0,0,0,202400360,202400994,0," 1,705 "," 24,632 ",0," 24,632 ",5,2
