MeasID,YEAR,CO#,JUR,CNTYNAME,DATE,PLACE,CSD,MEASTYPE,LTR,BALQUEST,RECTYPE,RECTOPIC,RECTYPENAME,RECTOPICNAME, YES , NO , TOTAL ,PERCENT,REQ,outcome,PASSFAIL,Multi_CO,Multi_MeasID, YES_sum , NO_sum , Total_sum ,Percent_sum,Outcome_sum,passfail_sum,typerec,toprec
202400012,2024,9,1,EL DORADO,11/5/24,Cavalry Meadows Zone of Benefit,0,M,L,"Shall the measure to levy an annual special tax in an amount of $350.00 on each parcel of land within the Cavalry Meadows Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for drainage maintenance and generating an annual revenue of approximately $3,850.00, to replace the current benefit assessment of $110, be adopted?",3,101,Property Tax,General Services: Flood Control/Drainage, -   , 17 , 17 ,0.0%,T,2,FailT,0,202400012, -   , 17 , 17 ,0.0%,2,FailT,1,100
202400013,2024,9,1,EL DORADO,11/5/24,El Dorado Hills CSD,1,M,Q,Shall the El Dorado Hills Community Services District repeal Landscape and Lighting District No. 22 and refund levied special assessments?,70,105,Ordinance,General Services: Maintenance," 1,196 ", 313 ," 1,509 ",79.3%,M,1,Pass,0,202400013," 1,196 ", 313 ," 1,509 ",79.3%,1,Pass,70,100
202400014,2024,9,1,EL DORADO,11/5/24,El Dorado Hills CSD,1,M,R,Shall the El Dorado Hills Community Services District repeal Landscape and Lighting District No. 33 and refund levied special assessments?,70,105,Ordinance,General Services: Maintenance," 1,772 ", 723 ," 2,495 ",71.0%,M,1,Pass,0,202400014," 1,772 ", 723 ," 2,495 ",71.0%,1,Pass,70,100
202400015,2024,9,1,EL DORADO,11/5/24,El Dorado Hills CSD,1,M,S,Shall the El Dorado Hills Community Services District repeal Landscape and Lighting District No. 39 and refund levied special assessments?,70,105,Ordinance,General Services: Maintenance," 1,269 ", 125 ," 1,394 ",91.0%,M,1,Pass,0,202400015," 1,269 ", 125 ," 1,394 ",91.0%,1,Pass,70,100
202400016,2024,9,1,EL DORADO,11/5/24,Emerald Meadows Zone of Benefit,0,M,K,"Shall the measure to levy an annual special tax in an amount of $375.00, with an annual adjustment using the Consumer Price Index for All Urban Consumers, on each parcel of land within the Emerald Meadows Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for drainage, street lighting, landscape maintenance, and wetland related services and generating an annual revenue of approximately $41,625.00, be adopted?",3,105,Property Tax,General Services: Maintenance, 194 , 33 , 227 ,85.5%,T,1,PassT,0,202400016, 194 , 33 , 227 ,85.5%,1,PassT,1,100
202400017,2024,9,1,EL DORADO,11/5/24,Hickok Road CSD,1,M,T,"Shall the measure increasing the per parcel Hickok Road CSD special tax limit from $200 to $400 per year, resulting in a maximum annual income of $24,800 for road maintenance for all future years, with a provision for adjustment not to exceed the cost of living as determined by the Consumer Price Index (CPI) prepared by the US Bureau of Labor Statistics as appropriate, be adopted?",3,62,Property Tax,Transport: Roads, 63 , 24 , 87 ,72.4%,T,1,PassT,0,202400017, 63 , 24 , 87 ,72.4%,1,PassT,1,60
202400018,2024,9,1,EL DORADO,11/5/24,King of the Mountain Zone of Benefit,0,M,H,"Shall the measure to levy an annual special tax in an amount of $550.00 on each parcel of land within the King of the Mountain Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for road improvements and maintenance and generating an annual revenue of approximately $11,550.00, to replace the current benefit assessment of $250, be adopted?",3,62,Property Tax,Transport: Roads, 13 , 2 , 15 ,86.7%,T,1,PassT,0,202400018, 13 , 2 , 15 ,86.7%,1,PassT,1,60
202400019,2024,9,1,EL DORADO,11/5/24,Pilot View Zone of Benefit,0,M,G,"Shall the measure to levy an annual special tax in an amount of $400.00 on each parcel of land within the Pilot View Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for road improvements and maintenance and generating an annual revenue of approximately $28,800.00, be adopted?",3,62,Property Tax,Transport: Roads, 45 , 53 , 98 ,45.9%,T,2,FailT,0,202400019, 45 , 53 , 98 ,45.9%,2,FailT,1,60
202400020,2024,9,1,EL DORADO,11/5/24,River Pines Zone of Benefit,0,M,B,"Shall the measure to levy an annual special tax in an amount of $500.00 on each parcel of land within the River Pines Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for road improvements and maintenance and generating an annual revenue of approximately $47,000.00, to replace the current benefit assessment of $275, be adopted?",3,62,Property Tax,Transport: Roads, 75 , 44 , 119 ,63.0%,T,2,FailT,0,202400020, 75 , 44 , 119 ,63.0%,2,FailT,1,60
202400021,2024,9,1,EL DORADO,11/5/24,Ryan Ranch Zone of Benefit,0,M,E,"Shall the measure to levy an annual special tax in an amount of $1,000.00 on each parcel of land within the Ryan Ranch Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for road improvements and maintenance and generating an annual revenue of approximately $81,000.00, be adopted?",3,62,Property Tax,Transport: Roads, 79 , 35 , 114 ,69.3%,T,1,PassT,0,202400021, 79 , 35 , 114 ,69.3%,1,PassT,1,60
202400022,2024,9,1,EL DORADO,11/5/24,Sundown Estates Zone of Benefit,0,M,M,"Shall the measure to levy an annual special tax in an amount of $350.00 on each parcel of land within the Sundown Estates Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for drainage maintenance and generating an annual revenue of approximately $3,500.00, to replace the current benefit assessment of $100, be adopted?",3,101,Property Tax,General Services: Flood Control/Drainage, 3 , 13 , 16 ,18.8%,T,2,FailT,0,202400022, 3 , 13 , 16 ,18.8%,2,FailT,1,100
202400023,2024,9,1,EL DORADO,11/5/24,Walnut Drive Road Zone of Benefit,0,M,C,"Shall the measure to levy an annual special tax in an amount of $685.00 on each parcel of land within the Walnut Drive Zone of Benefit commencing fiscal year 2025/2026 and continuing for an unlimited duration, to be used only for road improvements and maintenance and generating an annual revenue of approximately $51,375, to replace the current benefit assessment of $325, be adopted?",3,62,Property Tax,Transport: Roads, 90 , 46 , 136 ,66.2%,T,2,FailT,0,202400023, 90 , 46 , 136 ,66.2%,2,FailT,1,60
202400024,2024,10,1,FRESNO,3/5/24,Fresno,0,M,A,"Shall the measure amending section 15 of the Fresno County Charter to keep the election dates for the office of Sheriff and District Attorney set in gubernatorial, non-presidential election years with other County elective offices be adopted?",20,48,Charter Amendment,Governance: Elections," 80,088 "," 65,737 "," 145,825 ",54.9%,M,1,Pass,0,202400024," 80,088 "," 65,737 "," 145,825 ",54.9%,1,Pass,20,40
202400025,2024,10,1,FRESNO,3/5/24,Fresno,0,M,B,Shall the measure to add new subdivision (f) to section 12 of the Fresno County Charter to provide the Fresno County Board of Supervisors the duty and power to name or change the name of geographic features or place names within the unincorporated portions of the County of Fresno be adopted?,20,40,Charter Amendment,Governance," 53,164 "," 94,940 "," 148,104 ",35.9%,M,2,Fail,0,202400025," 53,164 "," 94,940 "," 148,104 ",35.9%,2,Fail,20,40
202400026,2024,10,1,FRESNO,3/5/24,Fresno,0,M,E,"Shall the measure expanding access in nursing, agriculture, criminology, science, engineering, other fields; repairing/upgrading campus facilities; providing safe drinking water; making campus more accessible for people with disabilities; providing scholarships for local students, veterans, by establishing a countywide ¼¢ sales tax, except in jurisdictions where the tax exceeds the combined rate limit, providing approximately $63,000,000 annually for 25 years with audits, public spending disclosure, be adopted?",4,10,Sales Tax,Education," 65,234 "," 87,389 "," 152,623 ",42.7%,M,2,Fail,0,202400026," 65,234 "," 87,389 "," 152,623 ",42.7%,2,Fail,1,10
202400027,2024,12,1,HUMBOLDT,3/5/24,"Fieldbrook Glendale CSD, Zone 2",1,M,C,"The existing special tax for fire protection and emergency medical services will expire in 2024. Shall a replacement special tax for fire protection and emergency medical services be levied by the Fieldbrook Glendale Community Services District of $95.00 per assessor's parcel in Zone Two (2), the zone comprising the Fieldbrook Fire Department’s response area, such tax to continue for ten (10) years?",3,34,Property Tax,Safety: Multiple Emergency Services, 390 , 61 , 451 ,86.5%,T,1,PassT,0,202400027, 390 , 61 , 451 ,86.5%,1,PassT,1,30
202400028,2024,12,1,HUMBOLDT,3/5/24,Humboldt,0,I,A,"Shall the measure changing local cannabis (marijuana) laws, including: new limits on the number of permitted grows; limiting new or expanded grows to 10,000 square feet, using natural light and artificial light of 6 or fewer watts per square foot, with restrictions on more or bigger buildings; new rules for water and generator use; prohibiting growers from holding multiple new permits; requiring at least one in-person, on-site inspection before yearly permit renewal; be adopted?",70,20,Ordinance,Land Use," 9,224 "," 29,537 "," 38,761 ",23.8%,M,2,Fail,0,202400028," 9,224 "," 29,537 "," 38,761 ",23.8%,2,Fail,70,20
202400029,2024,12,1,HUMBOLDT,11/5/24,Arcata,0,M,H,"To maintain and improve Arcata's essential city services and facilities, such as: emergency, disaster and climate change preparedness and response, services addressing homelessness and its impacts to the city, clinical mental health response to people in crisis, youth diversion counselor programs, sidewalks, bike lanes, transit, roads and trails, recreation and local parks, and other vital city programs,shall the City of Arcata enact a measure, by adopting a 3/4 cent sales tax, for general government purposes, providing approximately $2.6 million annually until ended by voters, requiring public spending disclosure, citizens' oversight, annual audits, and all funds used locally?",4,100,Sales Tax,General Services," 5,277 "," 2,818 "," 8,095 ",65.2%,M,1,Pass,0,202400029," 5,277 "," 2,818 "," 8,095 ",65.2%,1,Pass,1,100
202400030,2024,12,1,HUMBOLDT,11/5/24,Humboldt,0,M,O,"To maintain 9-1-1 response times/ prepare for natural disasters by: repairing deteriorating county roads/bridges; fixing potholes; maintaining evacuation routes; bus services; becoming eligible for Humboldt's fair share of state/federal roads funding, shall a measure enacting a one-cent sales tax, generating approximately $24,000,000 annually for general government purposes, until ended by voters, with citizens' oversight, annual audits, public disclosure, all funds used only for local services be adopted?",4,100,Sales Tax,General Services," 39,211 "," 22,629 "," 61,840 ",63.4%,M,1,Pass,0,202400030," 39,211 "," 22,629 "," 61,840 ",63.4%,1,Pass,1,100
202400031,2024,12,1,HUMBOLDT,11/5/24,Peninsula CSD,1,M,E,"To ensure and maintain fire protection services and emergency medical response shall the Peninsula Community Service District Ordinance No. 2024-5.1, establishing a special tax until June 30, 2031, and raising an estimated $33,000 annually, be adopted?",7,33,Miscellaneous Tax,Safety: Fire, 153 , 31 , 184 ,83.2%,T,1,PassT,0,202400031, 153 , 31 , 184 ,83.2%,1,PassT,1,30
202400032,2024,15,1,KERN,11/5/24,Lost Hills CSD,1,M,T,"Shall the order adopted on May 15, 2024, by the Kern County Local Agency Formation Commission ordering the formation of a district in the territory described, known as the Lost Hills Community Services District and the dissolution of County Service Area 91 be conditionally approved subject to the terms and conditions specified in the order?",70,44,Ordinance,Governance: Incorporation/Formation/Annexation, 179 , 55 , 234 ,76.5%,M,1,Pass,0,202400032, 179 , 55 , 234 ,76.5%,1,Pass,70,40
202400033,2024,15,1,KERN,11/5/24,Lost Hills CSD,1,M,U,"Shall the order adopted on May 15, 2024, by the Kern County Local Agency Formation Commission ordering the formation of a district in the territory described, known as the Lost Hills Community Services District and the dissolution of County Service Area 91 be conditionally approved subject to the terms and conditions specified in the order?",70,44,Ordinance,Governance: Incorporation/Formation/Annexation, 138 , 96 , 234 ,59.0%,M,1,Pass,0,202400033, 138 , 96 , 234 ,59.0%,1,Pass,70,40
202400034,2024,17,1,LAKE,11/5/24,Lake,0,A,U,"(ADVISORY) Shall the following Measure be adopted? Shall the Board of Supervisors recommend approval of the proposal to change the name of the town of ""Kelseyville"" to ""Konocti.""",30,40,Advisory,Governance," 7,474 "," 17,934 "," 25,408 ",29.4%,M,2,Fail,0,202400034," 7,474 "," 17,934 "," 25,408 ",29.4%,2,Fail,30,40
202400035,2024,18,1,LASSEN,3/5/24,Lassen,0,A,T,"(ADVISORY) Shall the Board of Supervisors of the County of Lassen establish the consolidated Office of Director of Finance, to perform the duties of Auditor, Controller, Tax Collector and Treasurer and make the office effective upon the expiration of the current term of office of those offices?",30,43,Advisory,Governance: Organization," 1,457 "," 5,115 "," 6,572 ",22.2%,M,2,Fail,0,202400035," 1,457 "," 5,115 "," 6,572 ",22.2%,2,Fail,30,40
202400036,2024,18,1,LASSEN,3/5/24,Lassen,0,A,U,"(ADVISORY) If the Board of Supervisors should establish the consolidated Office of Director of Finance, should the position be appointed by the Board to serve a four-year term from the time of appointment?",30,43,Advisory,Governance: Organization," 1,650 "," 4,701 "," 6,351 ",26.0%,M,2,Fail,0,202400036," 1,650 "," 4,701 "," 6,351 ",26.0%,2,Fail,30,40
202400037,2024,18,1,LASSEN,11/5/24,Lassen,0,M,V,"Shall an ordinance be adopted imposing a transactions and use tax in the amount of one percent (1%) on all qualifying transactions in the unincorporated area of County of Lassen (not the City of Susanville), the proceeds of which could only be used for public safety (public safety is defined as Lassen County Sheriff, Fire, Lassen County Office of Emergency Services, Lassen County Probation, Lassen County District Attorney and Lassen County Code Enforcement services, including, but not limited to, the wages, salaries, benefits, training and equipment for personnel and public safety communications needs)?",4,30,Sales Tax,Safety," 5,033 "," 5,885 "," 10,918 ",46.1%,T,2,FailT,0,202400037," 5,033 "," 5,885 "," 10,918 ",46.1%,2,FailT,1,30
202400038,2024,19,1,LOS ANGELES,11/5/24,Los Angeles,0,M,A,"To require accountability and results, create affordable housing, support home ownership, provide rental assistance, increase mental health and addiction treatment, reduce and prevent homelessness; and provide services for children, families, veterans, domestic violence survivors, seniors, and disabled people experiencing homelessness; shall the measure repealing the Measure H tax and replacing it with a 1/2 cent sales tax, raising approximately $1,076,076,350 annually until voters decide to end it, with new audits and oversight, be adopted?",4,106,Sales Tax,General Services: Social/Welfare," 1,989,295 "," 1,453,394 "," 3,442,689 ",57.8%,M,1,Pass,0,202400038," 1,989,295 "," 1,453,394 "," 3,442,689 ",57.8%,1,Pass,1,100
202400039,2024,19,1,LOS ANGELES,11/5/24,Los Angeles,0,M,E,"Shall an ordinance ensuring local firefighter/paramedic emergency response, involving wildfires, house fires, heart attacks, strokes, and car accidents; to hire/train firefighters/paramedics, upgrade/replace aging firefighter safety equipment, fire engines, helicopters, facilities, life-saving rescue tools, and 911 communications technology; by levying 6 cents per square foot of certain parcel improvements, providing $152 million annually, limited to 2% annual adjustment, until ended by voters, exempting low-income seniors, with independent citizens oversight, be adopted?",3,34,Property Tax,Safety: Multiple Emergency Services," 704,826 "," 575,444 "," 1,280,270 ",55.1%,M,1,Pass,0,202400039," 704,826 "," 575,444 "," 1,280,270 ",55.1%,1,Pass,1,30
202400040,2024,19,1,LOS ANGELES,11/5/24,Los Angeles,0,M,G,"Shall the measure amending the Los Angeles County Charter to create an elected County Executive; create an independent Ethics Commission to increase restrictions on lobbying and investigate misconduct; establish a nonpartisan Legislative Analyst to review proposed County policies; increase the Board of Supervisors from five to nine elected members; require County departments to present annual budgets in public meetings; using existing funding sources with no additional taxes to implement, as detailed in the charter amendment ordinance, be adopted?",20,43,Charter Amendment,Governance: Organization," 1,665,735 "," 1,561,068 "," 3,226,803 ",51.6%,M,1,Pass,0,202400040," 1,665,735 "," 1,561,068 "," 3,226,803 ",51.6%,1,Pass,20,40
202400041,2024,20,1,MADERA,11/5/24,Madera,0,M,T,"To keep local streets, highways, and infrastructure in good repair; fix potholes, pave local streets; improve highway safety, evacuation routes/emergency vehicle access; retrofit older bridges/overpasses; qualify for matching funds; require 80% of funds for local roads, shall an Ordinance be adopted continuing Madera County’s voter-approved half-cent sales tax without increasing the tax rate, renewing $22,000,000 annually for 20 years starting in 2027, with citizen oversight, audits, public spending disclosure and all money staying local?",4,62,Sales Tax,Transport: Roads," 27,490 "," 24,857 "," 52,347 ",52.5%,M,1,Pass,0,202400041," 27,490 "," 24,857 "," 52,347 ",52.5%,1,Pass,1,60
202400042,2024,21,1,MARIN,3/5/24,Bel Marin Keys CSD,1,M,G,"To protect against climate impacts and establish funding that cannot be taken by the State of California, shall Bel Marin Keys Community Services District’s measure levying a special tax for 21 years to finance costs of maintaining, improving, acquiring and constructing existing and new infrastructure, including locks and levees, and dredging waterways, at an initial annual rate of $1,800 ($150/month) per taxable parcel (generating $1,263,600 in tax year 2024-25), increasing 2.5% annually thereafter, be adopted?",3,101,Property Tax,General Services: Flood Control/Drainage, 661 , 169 , 830 ,79.6%,T,1,PassT,0,202400042, 661 , 169 , 830 ,79.6%,1,PassT,1,100
202400043,2024,21,1,MARIN,3/5/24,Marinwood CSD,1,M,H,"Shall the appropriations limit established for Marinwood Community Services District pursuant to Article XIII B of the California Constitution be increased over the appropriations limit established by said article for each of the four fiscal years 2024-2025 through 2027-2028 in the amount equal to the revenue received from the special tax for Fire Protection and Emergency Response services previously approved by the voters in November, 2011?",60,33,Gann Limit,Safety: Fire," 1,369 ", 369 ," 1,738 ",78.8%,M,1,Pass,0,202400043," 1,369 ", 369 ," 1,738 ",78.8%,1,Pass,60,30
202400044,2024,21,1,MARIN,3/5/24,Marinwood CSD,1,M,I,"Shall the appropriations limit established for Marinwood Community Services District pursuant to Article XIII B of the California Constitution be increased over the appropriations limit established by said article for each of the four fiscal years 2024-2025 through 2027-2028 in the amount equal to the revenue received from the special tax for Park, Open Space and Street Landscape Maintenance services previously approved by the voters in November, 2015?",60,23,Gann Limit,Land Use: Open Space," 1,336 ", 399 ," 1,735 ",77.0%,M,1,Pass,0,202400044," 1,336 ", 399 ," 1,735 ",77.0%,1,Pass,60,20
202400045,2024,21,1,MARIN,11/5/24,Fairfax,0,M,H,Shall the office of Fairfax Town Clerk be appointive?,70,43,Ordinance,Governance: Organization," 1,763 "," 2,640 "," 4,403 ",40.0%,M,2,Fail,0,202400045," 1,763 "," 2,640 "," 4,403 ",40.0%,2,Fail,70,40
202400046,2024,21,1,MARIN,11/5/24,Fairfax,0,M,I,Shall a measure be adopted to amend the Fairfax Town Code to repeal the Town’s current Just Cause Eviction Ordinance and Rent Stabilization Ordinance and replace them with just cause eviction and rent stabilization standards in the California Tenant Protection Act of 2019 and prior Town Code?,70,80,Ordinance,Housing," 2,991 "," 1,742 "," 4,733 ",63.2%,M,1,Pass,0,202400046," 2,991 "," 1,742 "," 4,733 ",63.2%,1,Pass,70,80
202400047,2024,21,1,MARIN,11/5/24,Fairfax,0,M,J,"To repair roads/infrastructure; fix potholes; repave streets; repair retaining walls/bridges; address flooding of roads/buildings; improve bike/pedestrian circulation, safe routes to schools, disabled access; and qualify for federal matching funds/grants, shall the Town of Fairfax’s measure authorizing $18,000,000 of bonds for up to 30 years for each series, at legal interest rates, levying approximately $30/$100,000 of assessed value, raising on average approximately $1,200,000 annually, requiring audits/citizen oversight, be adopted?",11,62,GO Bond,Transport: Roads," 2,966 "," 1,815 "," 4,781 ",62.0%,T,2,FailT,0,202400047," 2,966 "," 1,815 "," 4,781 ",62.0%,2,FailT,10,60
202400048,2024,21,1,MARIN,11/5/24,Larkspur,0,M,K,"Shall the proposed ordinance, prohibiting residential real property rental rate increases for some rental units that exceed sixty percent of the percentage increase in the Consumer Price Index or three percent, whichever is lower, defining a base rent for affected units as the rent in effect on August 3, 2022, establishing a process for consideration of additional rent increases, limiting the grounds for evicting tenants of some rental units, enacting additional housing regulations, be adopted?",70,82,Ordinance,Housing: Rent Control," 2,710 "," 4,434 "," 7,144 ",37.9%,M,2,Fail,0,202400048," 2,710 "," 4,434 "," 7,144 ",37.9%,2,Fail,70,80
202400049,2024,21,1,MARIN,11/5/24,Mill Valley,0,M,L,"To provide funding to maintain city services and facilities, including: wildfire prevention and public safety; roads, bridges, and emergency routes; storm drains; library, recreation, and parks, and general government use, shall the City of Mill Valley enact a one-cent sales tax, providing approximately $4,200,000 annually for ten years, with money staying local, independent audits, and oversight?",4,100,Sales Tax,General Services," 6,623 "," 1,942 "," 8,565 ",77.3%,M,1,Pass,0,202400049," 6,623 "," 1,942 "," 8,565 ",77.3%,1,Pass,1,100
202400050,2024,21,1,MARIN,11/5/24,Novato,0,M,M,"Shall the measure continuing locally controlled funding, that the State cannot take away, and maintaining City of Novato’s services, such as: fixing potholes/ streets; maintaining 9-1-1 emergency response, crime/ gang prevention; attracting/ retaining small businesses; maintaining parks/ recreation facilities; enhancing wildfire prevention; and repair aging storm drains; by establishing a 3/4c sales tax in the City of Novato, until ended by voters, for general government use, providing an additional $10,300,000 annually, with citizens’ oversight, independent annual audits be adopted?",4,100,Sales Tax,General Services," 15,151 "," 11,006 "," 26,157 ",57.9%,M,1,Pass,0,202400050," 15,151 "," 11,006 "," 26,157 ",57.9%,1,Pass,1,100
202400051,2024,21,1,MARIN,11/5/24,San Anselmo,0,M,N,"Shall Ordinance No. 2024-1185, establishing a prohibition on residential real property annual rental rate increases (applied only to triplexes and larger) that exceed 60% of the Consumer Price Index or 5%, whichever is lower, and defining a base rent as the rent in effect on June 21, 2023, be adopted?",70,82,Ordinance,Housing: Rent Control," 2,756 "," 4,714 "," 7,470 ",36.9%,M,2,Fail,0,202400051," 2,756 "," 4,714 "," 7,470 ",36.9%,2,Fail,70,80
202400052,2024,21,1,MARIN,11/5/24,San Anselmo,0,M,O,"Shall the measure requiring owners of residential properties of 3 or more units (ADUs exempted) who terminate a tenancy for no tenant fault or lease violation on the tenant’s part, provide measures such as longer notice, payment of relocation benefits if the tenant is required to move, the right to return to the unit upon similar terms if landlord re-rents within 5 years, and requiring payment for temporary tenant displacements, be adopted?",70,80,Ordinance,Housing," 2,556 "," 5,004 "," 7,560 ",33.8%,M,2,Fail,0,202400052," 2,556 "," 5,004 "," 7,560 ",33.8%,2,Fail,70,80
202400053,2024,21,1,MARIN,11/5/24,San Rafael,0,M,P,"Shall the measure, to levy an annual special parcel tax in the City of San Rafael to fund the construction of a new Albert Park main library and community center, at the rate of $0.145 per square foot of improved building area and $75.00 per vacant parcel, estimated to generate $6,370,000 annually, and continuing for thirty years or until construction bonds are satisfied, be adopted?",3,71,Property Tax,Facilities: Libraries," 12,375 "," 11,413 "," 23,788 ",52.0%,M,1,Pass,0,202400053," 12,375 "," 11,413 "," 23,788 ",52.0%,1,Pass,1,70
